ROI,Frame,Wavelength,Row,Column,Intensity
1,1,633.46722739403936,0,512,645.5999755859375
1,1,633.89184023748646,0,513,645.5
1,1,634.31644263699741,0,514,644.73748779296875
1,1,634.74103458694753,0,515,644.0625
1,1,635.16561608171094,0,516,645.0999755859375
1,1,635.59018711566478,0,517,643.79998779296875
1,1,636.01474768318383,0,518,644.125
1,1,636.43929777864594,0,519,644.4124755859375
1,1,636.86383739642793,0,520,643.42498779296875
1,1,637.28836653090707,0,521,643.9625244140625
1,1,637.71288517646133,0,522,642.11248779296875
1,1,638.13739332747036,0,523,640.7874755859375
1,1,638.56189097831236,0,524,644.375
1,1,638.98637812336733,0,525,641.6500244140625
1,1,639.4108547570147,0,526,643.3375244140625
1,1,639.83532087363551,0,527,641.3375244140625
1,1,640.25977646761032,0,528,642.5250244140625
1,1,640.68422153332119,0,529,642.9375
1,1,641.10865606514949,0,530,640.26251220703125
1,1,641.53308005747738,0,531,641.61248779296875
1,1,641.95749350468827,0,532,640.73748779296875
1,1,642.38189640116525,0,533,642.23748779296875
1,1,642.80628874129218,0,534,640.6875
1,1,643.2306705194535,0,535,640.76251220703125
1,1,643.65504173003387,0,536,640.25
1,1,644.07940236741865,0,537,640.45001220703125
1,1,644.50375242599341,0,538,640.13751220703125
1,1,644.928091900144,0,539,639.5250244140625
1,1,645.352420784258,0,540,640.375
1,1,645.77673907272208,0,541,640.3499755859375
1,1,646.20104675992366,0,542,640.7874755859375
1,1,646.625343840251,0,543,640.07501220703125
1,1,647.049630308093,0,544,641.0625
1,1,647.47390615783866,0,545,640.13751220703125
1,1,647.89817138387752,0,546,640.29998779296875
1,1,648.32242598059941,0,547,639.2750244140625
1,1,648.74666994239533,0,548,639.36248779296875
1,1,649.17090326365542,0,549,639.2750244140625
1,1,649.59512593877264,0,550,640.5999755859375
1,1,650.0193379621378,0,551,639.38751220703125
1,1,650.44353932814352,0,552,639.7874755859375
1,1,650.86773003118276,0,553,641.5
1,1,651.29191006564929,0,554,640.23748779296875
1,1,651.71607942593732,0,555,638.42498779296875
1,1,652.14023810644051,0,556,640.9375
1,1,652.564386101554,0,557,639.75
1,1,652.98852340567316,0,558,641.07501220703125
1,1,653.41265001319391,0,559,639.63751220703125
1,1,653.83676591851292,0,560,639.5
1,1,654.26087111602658,0,561,640.57501220703125
1,1,654.68496560013261,0,562,639.2874755859375
1,1,655.1090493652282,0,563,641
1,1,655.53312240571267,0,564,640.82501220703125
1,1,655.957184715984,0,565,639.875
1,1,656.38123629044128,0,566,640.98748779296875
1,1,656.80527712348521,0,567,639.4375
1,1,657.22930720951513,0,568,639.7125244140625
1,1,657.65332654293229,0,569,639.04998779296875
1,1,658.07733511813831,0,570,642.32501220703125
1,1,658.50133292953387,0,571,640.45001220703125
1,1,658.92531997152207,0,572,640.9124755859375
1,1,659.34929623850508,0,573,639.6500244140625
1,1,659.77326172488677,0,574,641.26251220703125
1,1,660.19721642507022,0,575,640.29998779296875
1,1,660.62116033346,0,576,640.20001220703125
1,1,661.04509344446046,0,577,640.48748779296875
1,1,661.46901575247716,0,578,640.88751220703125
1,1,661.89292725191547,0,579,641.32501220703125
1,1,662.31682793718164,0,580,641
1,1,662.7407178026823,0,581,640.67498779296875
1,1,663.164596842825,0,582,640.38751220703125
1,1,663.58846505201666,0,583,641.9124755859375
1,1,664.012322424666,0,584,642.1624755859375
1,1,664.43616895518187,0,585,640.9124755859375
1,1,664.86000463797268,0,586,643.38751220703125
1,1,665.28382946744864,0,587,641.01251220703125
1,1,665.70764343801943,0,588,642.32501220703125
1,1,666.13144654409632,0,589,641.4625244140625
1,1,666.55523878009,0,590,643.8499755859375
1,1,666.97902014041176,0,591,641.9625244140625
1,1,667.40279061947467,0,592,643.8499755859375
1,1,667.82655021169023,0,593,643.3499755859375
1,1,668.25029891147256,0,594,643.88751220703125
